Year,Site,Transect_ID,Treatment,Timepoint,Location_m,Litter_cm,Veg_Height_cm
2024,CSR,CSR_B_T1,Burn,Before,5,0,6
2024,CSR,CSR_B_T1,Burn,Before,10,0,8
2024,CSR,CSR_B_T1,Burn,Before,15,0.5,12
2024,CSR,CSR_B_T1,Burn,Before,20,0.5,11
2024,CSR,CSR_B_T1,Burn,Before,25,0,3
2024,CSR,CSR_B_T1,Burn,Before,30,1,23
2024,CSR,CSR_B_T1,Burn,Before,35,2,24.5
2024,CSR,CSR_B_T1,Burn,Before,40,0,23.5
2024,CSR,CSR_B_T1,Burn,Before,45,2,10.5
2024,CSR,CSR_B_T1,Burn,Before,50,0.5,8
2024,CSR,CSR_B_T2,Burn,Before,5,2.5,19.5
2024,CSR,CSR_B_T2,Burn,Before,10,1,7
2024,CSR,CSR_B_T2,Burn,Before,15,1,12
2024,CSR,CSR_B_T2,Burn,Before,20,0.5,11
2024,CSR,CSR_B_T2,Burn,Before,25,0,8.5
2024,CSR,CSR_B_T2,Burn,Before,30,0.5,12
2024,CSR,CSR_B_T2,Burn,Before,35,0,12
2024,CSR,CSR_B_T2,Burn,Before,40,1,16.5
2024,CSR,CSR_B_T2,Burn,Before,45,0.5,12
2024,CSR,CSR_B_T2,Burn,Before,50,0,3.5
2024,CSR,CSR_B_T3,Burn,Before,5,0.5,36
2024,CSR,CSR_B_T3,Burn,Before,10,1.5,34
2024,CSR,CSR_B_T3,Burn,Before,15,2,38
2024,CSR,CSR_B_T3,Burn,Before,20,1,35
2024,CSR,CSR_B_T3,Burn,Before,25,0,27
2024,CSR,CSR_B_T3,Burn,Before,30,0.5,36
2024,CSR,CSR_B_T3,Burn,Before,35,1,34
2024,CSR,CSR_B_T3,Burn,Before,40,1,30
2024,CSR,CSR_B_T3,Burn,Before,45,1,31
2024,CSR,CSR_B_T3,Burn,Before,50,0.5,34
2024,CSR,CSR_B_T4,Burn,Before,5,1,14.5
2024,CSR,CSR_B_T4,Burn,Before,10,0.5,24
2024,CSR,CSR_B_T4,Burn,Before,15,2,20
2024,CSR,CSR_B_T4,Burn,Before,20,0,17
2024,CSR,CSR_B_T4,Burn,Before,25,0.5,20
2024,CSR,CSR_B_T4,Burn,Before,30,1,15.5
2024,CSR,CSR_B_T4,Burn,Before,35,1,18
2024,CSR,CSR_B_T4,Burn,Before,40,2,26
2024,CSR,CSR_B_T4,Burn,Before,45,0.5,24
2024,CSR,CSR_B_T4,Burn,Before,50,1.5,30
2024,CSR,CSR_B_T5,Burn,Before,5,0.5,10
2024,CSR,CSR_B_T5,Burn,Before,10,1,14
2024,CSR,CSR_B_T5,Burn,Before,15,0.5,10
2024,CSR,CSR_B_T5,Burn,Before,20,0,7.5
2024,CSR,CSR_B_T5,Burn,Before,25,0.5,9
2024,CSR,CSR_B_T5,Burn,Before,30,1,16
2024,CSR,CSR_B_T5,Burn,Before,35,1.5,30.5
2024,CSR,CSR_B_T5,Burn,Before,40,1,25
2024,CSR,CSR_B_T5,Burn,Before,45,0.5,28
2024,CSR,CSR_B_T5,Burn,Before,50,0,0
2024,CSR,CSR_C_T1,Control,Before,5,0.5,19
2024,CSR,CSR_C_T1,Control,Before,10,1,31
2024,CSR,CSR_C_T1,Control,Before,15,1,15
2024,CSR,CSR_C_T1,Control,Before,20,1,13.5
2024,CSR,CSR_C_T1,Control,Before,25,1.5,15
2024,CSR,CSR_C_T1,Control,Before,30,1.5,12.5
2024,CSR,CSR_C_T1,Control,Before,35,1,20
2024,CSR,CSR_C_T1,Control,Before,40,1,16
2024,CSR,CSR_C_T1,Control,Before,45,1,15
2024,CSR,CSR_C_T1,Control,Before,50,0.5,11
2024,CSR,CSR_C_T2,Control,Before,5,1,5.5
2024,CSR,CSR_C_T2,Control,Before,10,0,1
2024,CSR,CSR_C_T2,Control,Before,15,3.5,16
2024,CSR,CSR_C_T2,Control,Before,20,8,18.5
2024,CSR,CSR_C_T2,Control,Before,25,1,11.5
2024,CSR,CSR_C_T2,Control,Before,30,2.5,26
2024,CSR,CSR_C_T2,Control,Before,35,2,23
2024,CSR,CSR_C_T2,Control,Before,40,2,29
2024,CSR,CSR_C_T2,Control,Before,45,11,25
2024,CSR,CSR_C_T2,Control,Before,50,3,32.5
2024,CSR,CSR_C_T3,Control,Before,5,1.5,15
2024,CSR,CSR_C_T3,Control,Before,10,0,0
2024,CSR,CSR_C_T3,Control,Before,15,2.5,23
2024,CSR,CSR_C_T3,Control,Before,20,0,0
2024,CSR,CSR_C_T3,Control,Before,25,1,23
2024,CSR,CSR_C_T3,Control,Before,30,4.5,25
2024,CSR,CSR_C_T3,Control,Before,35,1,1
2024,CSR,CSR_C_T3,Control,Before,40,2,13
2024,CSR,CSR_C_T3,Control,Before,45,0,21
2024,CSR,CSR_C_T3,Control,Before,50,0.5,11
2024,CSR,CSR_C_T4,Control,Before,5,2,28.5
2024,CSR,CSR_C_T4,Control,Before,10,2,13.5
2024,CSR,CSR_C_T4,Control,Before,15,2,24.5
2024,CSR,CSR_C_T4,Control,Before,20,2,12
2024,CSR,CSR_C_T4,Control,Before,25,1.5,21
2024,CSR,CSR_C_T4,Control,Before,30,2,23.5
2024,CSR,CSR_C_T4,Control,Before,35,2.5,24.5
2024,CSR,CSR_C_T4,Control,Before,40,3.5,37
2024,CSR,CSR_C_T4,Control,Before,45,3.5,11
2024,CSR,CSR_C_T4,Control,Before,50,2,21
2024,CSR,CSR_C_T5,Control,Before,5,2,10
2024,CSR,CSR_C_T5,Control,Before,10,1.5,12
2024,CSR,CSR_C_T5,Control,Before,15,1.5,18.5
2024,CSR,CSR_C_T5,Control,Before,20,1,9.5
2024,CSR,CSR_C_T5,Control,Before,25,2,8.5
2024,CSR,CSR_C_T5,Control,Before,30,2,16
2024,CSR,CSR_C_T5,Control,Before,35,0.5,15
2024,CSR,CSR_C_T5,Control,Before,40,1.5,26.5
2024,CSR,CSR_C_T5,Control,Before,45,1,12.5
2024,CSR,CSR_C_T5,Control,Before,50,1,8
2024,TKR,TKR_B_T1,Burn,Before,5,0.5,12.5
2024,TKR,TKR_B_T1,Burn,Before,10,0,0
2024,TKR,TKR_B_T1,Burn,Before,15,1,10
2024,TKR,TKR_B_T1,Burn,Before,20,0.5,8.5
2024,TKR,TKR_B_T1,Burn,Before,25,0.5,15.5
2024,TKR,TKR_B_T1,Burn,Before,30,1,6
2024,TKR,TKR_B_T1,Burn,Before,35,0,21
2024,TKR,TKR_B_T1,Burn,Before,40,0,13
2024,TKR,TKR_B_T1,Burn,Before,45,4,50
2024,TKR,TKR_B_T1,Burn,Before,50,3,21
2024,TKR,TKR_B_T2,Burn,Before,5,1.5,14
2024,TKR,TKR_B_T2,Burn,Before,10,1.5,15
2024,TKR,TKR_B_T2,Burn,Before,15,4,10.5
2024,TKR,TKR_B_T2,Burn,Before,20,0.5,14
2024,TKR,TKR_B_T2,Burn,Before,25,1.5,6.5
2024,TKR,TKR_B_T2,Burn,Before,30,0,21.5
2024,TKR,TKR_B_T2,Burn,Before,35,1,21
2024,TKR,TKR_B_T2,Burn,Before,40,1,21.5
2024,TKR,TKR_B_T2,Burn,Before,45,4,38
2024,TKR,TKR_B_T2,Burn,Before,50,N/A,N/A
2024,TKR,TKR_B_T3,Burn,Before,5,1.5,111
2024,TKR,TKR_B_T3,Burn,Before,10,1.5,17
2024,TKR,TKR_B_T3,Burn,Before,15,1,22
2024,TKR,TKR_B_T3,Burn,Before,20,1,28
2024,TKR,TKR_B_T3,Burn,Before,25,1,18.5
2024,TKR,TKR_B_T3,Burn,Before,30,2,15.5
2024,TKR,TKR_B_T3,Burn,Before,35,3,13.5
2024,TKR,TKR_B_T3,Burn,Before,40,2.5,26
2024,TKR,TKR_B_T3,Burn,Before,45,2.5,22.5
2024,TKR,TKR_B_T3,Burn,Before,50,1,12
2024,TKR,TKR_B_T4,Burn,Before,5,1,15.5
2024,TKR,TKR_B_T4,Burn,Before,10,0.5,7
2024,TKR,TKR_B_T4,Burn,Before,15,0,15
2024,TKR,TKR_B_T4,Burn,Before,20,1.5,27.5
2024,TKR,TKR_B_T4,Burn,Before,25,0,6.5
2024,TKR,TKR_B_T4,Burn,Before,30,3.5,45.5
2024,TKR,TKR_B_T4,Burn,Before,35,5,21
2024,TKR,TKR_B_T4,Burn,Before,40,1.5,10.5
2024,TKR,TKR_B_T4,Burn,Before,45,6,14
2024,TKR,TKR_B_T4,Burn,Before,50,3.5,17.5
2024,TKR,TKR_B_T5,Burn,Before,5,1,15
2024,TKR,TKR_B_T5,Burn,Before,10,2,41
2024,TKR,TKR_B_T5,Burn,Before,15,11.5,16
2024,TKR,TKR_B_T5,Burn,Before,20,11.5,32.5
2024,TKR,TKR_B_T5,Burn,Before,25,4,33.5
2024,TKR,TKR_B_T5,Burn,Before,30,1.5,25.5
2024,TKR,TKR_B_T5,Burn,Before,35,1,5.5
2024,TKR,TKR_B_T5,Burn,Before,40,3.5,27.5
2024,TKR,TKR_B_T5,Burn,Before,45,9.5,40
2024,TKR,TKR_B_T5,Burn,Before,50,1,13.5
2024,TKR,TKR_C_T1,Control,Before,5,2,10.5
2024,TKR,TKR_C_T1,Control,Before,10,4.5,12
2024,TKR,TKR_C_T1,Control,Before,15,2.5,20
2024,TKR,TKR_C_T1,Control,Before,20,6,50
2024,TKR,TKR_C_T1,Control,Before,25,4,36
2024,TKR,TKR_C_T1,Control,Before,30,5,12.5
2024,TKR,TKR_C_T1,Control,Before,35,2.5,11
2024,TKR,TKR_C_T1,Control,Before,40,2.5,25.5
2024,TKR,TKR_C_T1,Control,Before,45,0.5,7
2024,TKR,TKR_C_T1,Control,Before,50,3,11.5
2024,TKR,TKR_C_T2,Control,Before,5,0.5,2
2024,TKR,TKR_C_T2,Control,Before,10,1.5,6.5
2024,TKR,TKR_C_T2,Control,Before,15,2,14.5
2024,TKR,TKR_C_T2,Control,Before,20,4,11
2024,TKR,TKR_C_T2,Control,Before,25,2.5,12
2024,TKR,TKR_C_T2,Control,Before,30,3,15
2024,TKR,TKR_C_T2,Control,Before,35,2.5,44
2024,TKR,TKR_C_T2,Control,Before,40,1.5,4.5
2024,TKR,TKR_C_T2,Control,Before,45,2.5,9
2024,TKR,TKR_C_T2,Control,Before,50,7,27
2024,TKR,TKR_C_T3,Control,Before,5,2.5,30.5
2024,TKR,TKR_C_T3,Control,Before,10,4,33
2024,TKR,TKR_C_T3,Control,Before,15,1,22.5
2024,TKR,TKR_C_T3,Control,Before,20,0.5,3
2024,TKR,TKR_C_T3,Control,Before,25,0,4
2024,TKR,TKR_C_T3,Control,Before,30,3,25
2024,TKR,TKR_C_T3,Control,Before,35,2.5,8
2024,TKR,TKR_C_T3,Control,Before,40,1,16.5
2024,TKR,TKR_C_T3,Control,Before,45,1,7.5
2024,TKR,TKR_C_T3,Control,Before,50,2.5,7.5
2024,TKR,TKR_C_T4,Control,Before,5,5,12.5
2024,TKR,TKR_C_T4,Control,Before,10,1,6
2024,TKR,TKR_C_T4,Control,Before,15,0.5,6
2024,TKR,TKR_C_T4,Control,Before,20,3,14
2024,TKR,TKR_C_T4,Control,Before,25,1,8
2024,TKR,TKR_C_T4,Control,Before,30,1,14
2024,TKR,TKR_C_T4,Control,Before,35,0,17
2024,TKR,TKR_C_T4,Control,Before,40,3,24.5
2024,TKR,TKR_C_T4,Control,Before,45,2,28
2024,TKR,TKR_C_T4,Control,Before,50,3.5,16.5
2024,TKR,TKR_C_T5,Control,Before,5,2,13
2024,TKR,TKR_C_T5,Control,Before,10,1,10.5
2024,TKR,TKR_C_T5,Control,Before,15,1,19
2024,TKR,TKR_C_T5,Control,Before,20,3.5,18
2024,TKR,TKR_C_T5,Control,Before,25,1,13
2024,TKR,TKR_C_T5,Control,Before,30,1,10.5
2024,TKR,TKR_C_T5,Control,Before,35,4.5,13.5
2024,TKR,TKR_C_T5,Control,Before,40,2,17.5
2024,TKR,TKR_C_T5,Control,Before,45,4,20
2024,TKR,TKR_C_T5,Control,Before,50,1,11
2024,MF,MF_B_T1,Burn,Before,5,2,8.5
2024,MF,MF_B_T1,Burn,Before,10,3.5,10
2024,MF,MF_B_T1,Burn,Before,15,0.5,17.5
2024,MF,MF_B_T1,Burn,Before,20,2,39
2024,MF,MF_B_T1,Burn,Before,25,3,11.5
2024,MF,MF_B_T1,Burn,Before,30,1.5,13
2024,MF,MF_B_T1,Burn,Before,35,3.5,20.5
2024,MF,MF_B_T1,Burn,Before,40,2.5,19
2024,MF,MF_B_T1,Burn,Before,45,0,6
2024,MF,MF_B_T1,Burn,Before,50,2.5,12
2024,MF,MF_B_T2,Burn,Before,5,2,14.5
2024,MF,MF_B_T2,Burn,Before,10,2,17.5
2024,MF,MF_B_T2,Burn,Before,15,2,19
2024,MF,MF_B_T2,Burn,Before,20,1.4,16.5
2024,MF,MF_B_T2,Burn,Before,25,2.5,27
2024,MF,MF_B_T2,Burn,Before,30,11,28
2024,MF,MF_B_T2,Burn,Before,35,3,24
2024,MF,MF_B_T2,Burn,Before,40,3.5,25
2024,MF,MF_B_T2,Burn,Before,45,3.5,25
2024,MF,MF_B_T2,Burn,Before,50,2.5,6
2024,MF,MF_B_T3,Burn,Before,5,1.5,17.5
2024,MF,MF_B_T3,Burn,Before,10,2,12.5
2024,MF,MF_B_T3,Burn,Before,15,1,17
2024,MF,MF_B_T3,Burn,Before,20,2,8
2024,MF,MF_B_T3,Burn,Before,25,4,10.5
2024,MF,MF_B_T3,Burn,Before,30,1.5,15
2024,MF,MF_B_T3,Burn,Before,35,1,12
2024,MF,MF_B_T3,Burn,Before,40,1.5,24.5
2024,MF,MF_B_T3,Burn,Before,45,4.5,29
2024,MF,MF_B_T3,Burn,Before,50,0.5,6.5
2024,MF,MF_B_T4,Burn,Before,5,0.5,14
2024,MF,MF_B_T4,Burn,Before,10,1.5,10
2024,MF,MF_B_T4,Burn,Before,15,1,8
2024,MF,MF_B_T4,Burn,Before,20,2,11.5
2024,MF,MF_B_T4,Burn,Before,25,1,12.5
2024,MF,MF_B_T4,Burn,Before,30,2,12
2024,MF,MF_B_T4,Burn,Before,35,1,16.5
2024,MF,MF_B_T4,Burn,Before,40,1.5,10
2024,MF,MF_B_T4,Burn,Before,45,3,15
2024,MF,MF_B_T4,Burn,Before,50,2,8.5
2024,MF,MF_B_T5,Burn,Before,5,3,12
2024,MF,MF_B_T5,Burn,Before,10,3,335
2024,MF,MF_B_T5,Burn,Before,15,2,7
2024,MF,MF_B_T5,Burn,Before,20,2.5,14.5
2024,MF,MF_B_T5,Burn,Before,25,1,10.5
2024,MF,MF_B_T5,Burn,Before,30,0.5,13.5
2024,MF,MF_B_T5,Burn,Before,35,3,13.5
2024,MF,MF_B_T5,Burn,Before,40,1.5,21
2024,MF,MF_B_T5,Burn,Before,45,1,11
2024,MF,MF_B_T5,Burn,Before,50,1,8.5
2024,MF,MF_C_T1,Control,Before,5,0.5,8.5
2024,MF,MF_C_T1,Control,Before,10,0.5,6.5
2024,MF,MF_C_T1,Control,Before,15,0.5,8.5
2024,MF,MF_C_T1,Control,Before,20,0.5,5
2024,MF,MF_C_T1,Control,Before,25,1.5,8.5
2024,MF,MF_C_T1,Control,Before,30,0.5,6
2024,MF,MF_C_T1,Control,Before,35,1.5,8
2024,MF,MF_C_T1,Control,Before,40,1.5,8.5
2024,MF,MF_C_T1,Control,Before,45,2,15
2024,MF,MF_C_T1,Control,Before,50,1,7
2024,MF,MF_C_T2,Control,Before,5,1,6.5
2024,MF,MF_C_T2,Control,Before,10,0.5,5.5
2024,MF,MF_C_T2,Control,Before,15,1.5,5.5
2024,MF,MF_C_T2,Control,Before,20,1,4.5
2024,MF,MF_C_T2,Control,Before,25,0.5,9.5
2024,MF,MF_C_T2,Control,Before,30,0.5,10
2024,MF,MF_C_T2,Control,Before,35,0.5,7.5
2024,MF,MF_C_T2,Control,Before,40,0.5,13.5
2024,MF,MF_C_T2,Control,Before,45,1,12.5
2024,MF,MF_C_T2,Control,Before,50,1,7
2024,MF,MF_C_T3,Control,Before,5,2,11.5
2024,MF,MF_C_T3,Control,Before,10,0.5,15
2024,MF,MF_C_T3,Control,Before,15,0.5,9
2024,MF,MF_C_T3,Control,Before,20,1.5,14
2024,MF,MF_C_T3,Control,Before,25,1,10
2024,MF,MF_C_T3,Control,Before,30,1,7
2024,MF,MF_C_T3,Control,Before,35,2.5,8
2024,MF,MF_C_T3,Control,Before,40,1,8.5
2024,MF,MF_C_T3,Control,Before,45,1,9
2024,MF,MF_C_T3,Control,Before,50,2,11
2024,MF,MF_C_T4,Control,Before,5,1,13
2024,MF,MF_C_T4,Control,Before,10,1,26
2024,MF,MF_C_T4,Control,Before,15,0.5,12.5
2024,MF,MF_C_T4,Control,Before,20,0.5,8
2024,MF,MF_C_T4,Control,Before,25,1,23.5
2024,MF,MF_C_T4,Control,Before,30,1,15
2024,MF,MF_C_T4,Control,Before,35,0.5,11
2024,MF,MF_C_T4,Control,Before,40,1.5,18
2024,MF,MF_C_T4,Control,Before,45,1,31.5
2024,MF,MF_C_T4,Control,Before,50,3,9
2024,MF,MF_C_T5,Control,Before,5,0.5,6.5
2024,MF,MF_C_T5,Control,Before,10,1.5,22
2024,MF,MF_C_T5,Control,Before,15,2,11
2024,MF,MF_C_T5,Control,Before,20,0.5,5.5
2024,MF,MF_C_T5,Control,Before,25,1,7
2024,MF,MF_C_T5,Control,Before,30,2,22.5
2024,MF,MF_C_T5,Control,Before,35,2,18
2024,MF,MF_C_T5,Control,Before,40,1,6
2024,MF,MF_C_T5,Control,Before,45,0.5,3.5
2024,MF,MF_C_T5,Control,Before,50,1.5,10
2024,WR5,WR5_B_T1,Burn,Before,5,3,25.5
2024,WR5,WR5_B_T1,Burn,Before,10,1,26
2024,WR5,WR5_B_T1,Burn,Before,15,1,17
2024,WR5,WR5_B_T1,Burn,Before,20,1,29.9
2024,WR5,WR5_B_T1,Burn,Before,25,3,41.5
2024,WR5,WR5_B_T1,Burn,Before,30,3,17
2024,WR5,WR5_B_T1,Burn,Before,35,4,37
2024,WR5,WR5_B_T1,Burn,Before,40,2.5,32
2024,WR5,WR5_B_T1,Burn,Before,45,2,15
2024,WR5,WR5_B_T1,Burn,Before,50,1.5,9
2024,WR5,WR5_B_T2,Burn,Before,5,1.5,13
2024,WR5,WR5_B_T2,Burn,Before,10,1,18.5
2024,WR5,WR5_B_T2,Burn,Before,15,1,31
2024,WR5,WR5_B_T2,Burn,Before,20,1.5,23.5
2024,WR5,WR5_B_T2,Burn,Before,25,1.5,15
2024,WR5,WR5_B_T2,Burn,Before,30,1,19
2024,WR5,WR5_B_T2,Burn,Before,35,2.5,9
2024,WR5,WR5_B_T2,Burn,Before,40,1,11.5
2024,WR5,WR5_B_T2,Burn,Before,45,1,10.5
2024,WR5,WR5_B_T2,Burn,Before,50,2.5,26.5
2024,WR5,WR5_B_T3,Burn,Before,5,3,20
2024,WR5,WR5_B_T3,Burn,Before,10,3.5,33.5
2024,WR5,WR5_B_T3,Burn,Before,15,5.5,26.5
2024,WR5,WR5_B_T3,Burn,Before,20,1.5,30
2024,WR5,WR5_B_T3,Burn,Before,25,4.5,32.5
2024,WR5,WR5_B_T3,Burn,Before,30,5,47
2024,WR5,WR5_B_T3,Burn,Before,35,3,35
2024,WR5,WR5_B_T3,Burn,Before,40,3,12
2024,WR5,WR5_B_T3,Burn,Before,45,1.5,25
2024,WR5,WR5_B_T3,Burn,Before,50,1,20
2024,WR5,WR5_B_T4,Burn,Before,5,3.5,33
2024,WR5,WR5_B_T4,Burn,Before,10,2,23
2024,WR5,WR5_B_T4,Burn,Before,15,3,18.5
2024,WR5,WR5_B_T4,Burn,Before,20,2,37
2024,WR5,WR5_B_T4,Burn,Before,25,6.5,27
2024,WR5,WR5_B_T4,Burn,Before,30,2.5,15
2024,WR5,WR5_B_T4,Burn,Before,35,3,26.5
2024,WR5,WR5_B_T4,Burn,Before,40,2,28
2024,WR5,WR5_B_T4,Burn,Before,45,2.5,34.5
2024,WR5,WR5_B_T4,Burn,Before,50,2,22
2024,WR5,WR5_B_T5,Burn,Before,5,2,23
2024,WR5,WR5_B_T5,Burn,Before,10,5.5,16.5
2024,WR5,WR5_B_T5,Burn,Before,15,2,13.5
2024,WR5,WR5_B_T5,Burn,Before,20,4,10.5
2024,WR5,WR5_B_T5,Burn,Before,25,5,14.5
2024,WR5,WR5_B_T5,Burn,Before,30,4,18.5
2024,WR5,WR5_B_T5,Burn,Before,35,5,12.5
2024,WR5,WR5_B_T5,Burn,Before,40,5,13.5
2024,WR5,WR5_B_T5,Burn,Before,45,4.5,14.5
2024,WR5,WR5_B_T5,Burn,Before,50,3.5,25.5
2024,WR5,WR5_C_T1,Control,Before,5,1.5,11.5
2024,WR5,WR5_C_T1,Control,Before,10,1.5,8.5
2024,WR5,WR5_C_T1,Control,Before,15,1,8.5
2024,WR5,WR5_C_T1,Control,Before,20,1.5,23
2024,WR5,WR5_C_T1,Control,Before,25,2.5,27.5
2024,WR5,WR5_C_T1,Control,Before,30,3,24.5
2024,WR5,WR5_C_T1,Control,Before,35,1.5,29.5
2024,WR5,WR5_C_T1,Control,Before,40,4,31
2024,WR5,WR5_C_T1,Control,Before,45,1.5,19
2024,WR5,WR5_C_T1,Control,Before,50,6,27
2024,WR5,WR5_C_T2,Control,Before,5,1,19
2024,WR5,WR5_C_T2,Control,Before,10,2,21
2024,WR5,WR5_C_T2,Control,Before,15,4,42
2024,WR5,WR5_C_T2,Control,Before,20,0,18.5
2024,WR5,WR5_C_T2,Control,Before,25,2.5,40
2024,WR5,WR5_C_T2,Control,Before,30,3,28.5
2024,WR5,WR5_C_T2,Control,Before,35,3,38.5
2024,WR5,WR5_C_T2,Control,Before,40,4.5,15.5
2024,WR5,WR5_C_T2,Control,Before,45,5.5,21
2024,WR5,WR5_C_T2,Control,Before,50,6,36.5
2024,WR5,WR5_C_T3,Control,Before,5,1.5,17.5
2024,WR5,WR5_C_T3,Control,Before,10,2.5,12.5
2024,WR5,WR5_C_T3,Control,Before,15,3.5,21
2024,WR5,WR5_C_T3,Control,Before,20,0.5,12.5
2024,WR5,WR5_C_T3,Control,Before,25,2.5,25
2024,WR5,WR5_C_T3,Control,Before,30,2.5,25
2024,WR5,WR5_C_T3,Control,Before,35,0.5,14.5
2024,WR5,WR5_C_T3,Control,Before,40,0.5,21.5
2024,WR5,WR5_C_T3,Control,Before,45,1,21.5
2024,WR5,WR5_C_T3,Control,Before,50,1,9.5
2024,WR5,WR5_C_T4,Control,Before,5,6,25
2024,WR5,WR5_C_T4,Control,Before,10,3.5,10.5
2024,WR5,WR5_C_T4,Control,Before,15,2.5,30
2024,WR5,WR5_C_T4,Control,Before,20,2,34
2024,WR5,WR5_C_T4,Control,Before,25,5.5,28
2024,WR5,WR5_C_T4,Control,Before,30,3.5,16.5
2024,WR5,WR5_C_T4,Control,Before,35,2,49.5
2024,WR5,WR5_C_T4,Control,Before,40,3,17
2024,WR5,WR5_C_T4,Control,Before,45,3.5,29
2024,WR5,WR5_C_T4,Control,Before,50,3.5,19.5
2024,WR5,WR5_C_T5,Control,Before,5,5,45.5
2024,WR5,WR5_C_T5,Control,Before,10,2.5,27
2024,WR5,WR5_C_T5,Control,Before,15,1.5,20
2024,WR5,WR5_C_T5,Control,Before,20,2,17
2024,WR5,WR5_C_T5,Control,Before,25,3,24.5
2024,WR5,WR5_C_T5,Control,Before,30,2.5,21.5
2024,WR5,WR5_C_T5,Control,Before,35,0,20.5
2024,WR5,WR5_C_T5,Control,Before,40,2,41
2024,WR5,WR5_C_T5,Control,Before,45,4.5,19
2024,WR5,WR5_C_T5,Control,Before,50,2.5,14.5
2024,PL,PL_B_T1,Burn,Before,5,1.5,16
2024,PL,PL_B_T1,Burn,Before,10,1.5,21
2024,PL,PL_B_T1,Burn,Before,15,2.5,22
2024,PL,PL_B_T1,Burn,Before,20,1,19.5
2024,PL,PL_B_T1,Burn,Before,25,1,24.5
2024,PL,PL_B_T1,Burn,Before,30,2,18
2024,PL,PL_B_T1,Burn,Before,35,2,20.5
2024,PL,PL_B_T1,Burn,Before,40,1,24
2024,PL,PL_B_T1,Burn,Before,45,1,14.5
2024,PL,PL_B_T1,Burn,Before,50,1.5,36
2024,PL,PL_B_T2,Burn,Before,5,1,18
2024,PL,PL_B_T2,Burn,Before,10,1,19
2024,PL,PL_B_T2,Burn,Before,15,1,17.5
2024,PL,PL_B_T2,Burn,Before,20,1,13
2024,PL,PL_B_T2,Burn,Before,25,2,8.5
2024,PL,PL_B_T2,Burn,Before,30,1,21
2024,PL,PL_B_T2,Burn,Before,35,1,11
2024,PL,PL_B_T2,Burn,Before,40,1,11.5
2024,PL,PL_B_T2,Burn,Before,45,2.5,17.5
2024,PL,PL_B_T2,Burn,Before,50,0.5,13.5
2024,PL,PL_B_T3,Burn,Before,5,3,16.5
2024,PL,PL_B_T3,Burn,Before,10,2,12
2024,PL,PL_B_T3,Burn,Before,15,2,16
2024,PL,PL_B_T3,Burn,Before,20,4,17
2024,PL,PL_B_T3,Burn,Before,25,3,5
2024,PL,PL_B_T3,Burn,Before,30,2,14.5
2024,PL,PL_B_T3,Burn,Before,35,3,9.5
2024,PL,PL_B_T3,Burn,Before,40,1,15.5
2024,PL,PL_B_T3,Burn,Before,45,1.5,24.5
2024,PL,PL_B_T3,Burn,Before,50,5,17
